depth,temperature,conductivity,conductivity2,fluorescence,par,pH,oxygen,pressure,beamAttenuation,beamTransmission,oxygen2,flag,salinity,scan,SiteNum,Date
0.5,23.79,502.488482,514.907,1.8415,1528.9,7.86,7.1587,0.49,9.1651,13.4402,84.825,0,8173914.51395187,2,1,2020-08-11
0.75,23.7945,491.642022,503.731,2.1225,565.02,7.487,2.2622,0.735,9.8291,8.5834,26.807,0,7729042.612953121,3,1,2020-08-11
1,23.8007,485.147651,497.008,2.0879,374.87,7.387,1.4122,0.981,9.787,8.6576,16.73,0,7468455.974098932,4,1,2020-08-11
1.25,23.7952,490.019053,502.078,2.1284,214.78,7.394,1.3879,1.226,9.9018,8.4126,16.442,0,7663763.539376426,5,1,2020-08-11
1.5,23.7922,492.879818,505.034,2.1264,116.63,7.397,1.3558,1.47,9.943,8.3266,16.062,0,7779807.888057496,6,1,2020-08-11
1.75,23.7893,493.698737,505.887,2.1186,56.979,7.4,1.2894,1.716,9.9195,8.3768,15.274,0,7814099.345854629,7,1,2020-08-11
2,23.7847,498.765458,511.132,2.1249,32.809,7.399,1.2774,1.961,9.7409,8.76,15.132,0,8022515.703370993,8,1,2020-08-11
2.25,23.779,507.108012,519.766,2.1237,18.279,7.395,1.2691,2.207,9.5743,9.1316,15.035,0,8372176.011727184,9,1,2020-08-11
2.5,23.7768,506.636258,519.272,2.1568,9.7828,7.392,1.2491,2.452,9.4553,9.4062,14.798,0,8353316.513554934,10,1,2020-08-11
2.75,23.7721,513.588663,526.479,2.1589,5.8872,7.39,1.2748,2.697,9.3862,9.5699,15.102,0,8651287.686052075,11,1,2020-08-11
3,23.7729,511.98913,524.809,2.2146,3.3788,7.388,1.2797,2.942,9.495,9.3146,15.159,0,8582300.09337101,12,1,2020-08-11
3.25,23.7757,509.00786,521.72,2.2288,1.8067,7.39,1.2628,3.187,9.3918,9.5595,14.958,0,8454008.286334416,13,1,2020-08-11
3.5,23.7747,510.688096,523.457,2.1989,1.0842,7.39,1.2068,3.432,9.316,9.7392,14.295,0,8525895.8231547,14,1,2020-08-11
3.75,23.7718,512.894424,525.754,2.2095,0.61741,7.39,1.2025,3.677,9.3382,9.6853,14.245,0,8621608.214714633,15,1,2020-08-11
0.5,25.4461,685.559484,679.066,2.1914,1731.7,8.077,8.5206,0.491,6.4301,20.0207,103.518,0,16500261.445043614,2,2,2020-08-11
0.75,25.3145,682.820077,679.027,2.2164,1064.1,8.066,8.278,0.735,6.5801,19.3055,100.569,0,16448347.18412918,3,2,2020-08-11
1,25.1625,669.1337,667.057,2.2382,652.14,8.05,5.5663,0.981,6.7715,18.4015,67.606,0,15749449.286955914,4,2,2020-08-11
1.25,25.1013,662.522665,661.081,2.2206,413.7,8.035,4.4989,1.226,6.8315,18.1254,54.601,0,15406659.17685873,5,2,2020-08-11
1.5,25.0767,663.692514,662.603,2.1748,272.79,8.034,4.2287,1.471,6.9168,17.7456,51.33,0,15496553.77673402,6,2,2020-08-11
1.75,25.0692,660.75121,659.764,2.1843,171.22,8.026,3.6621,1.716,6.974,17.4918,44.447,0,15328370.037536765,7,2,2020-08-11
2,24.7356,641.287084,644.721,2.1959,89.58,8.024,5.1338,1.961,7.1468,16.7506,61.993,0,14461891.533124086,8,2,2020-08-11
2.25,24.904,649.751086,651.177,2.1939,70.967,8.023,4.5484,2.206,7.2828,16.1915,55.033,0,14817841.303174965,9,2,2020-08-11
2.5,24.9733,655.835678,655.963,2.1952,51.133,8.022,4.5986,2.452,7.2039,16.5142,55.416,0,15117372.929072347,10,2,2020-08-11
2.75,24.8923,651.849552,653.048,2.2052,34.449,8.023,4.6087,2.697,7.1663,16.67,55.528,0,14949516.898258,11,2,2020-08-11
3,24.7907,641.567823,644.886,2.2174,22.082,8.024,4.6136,2.942,7.2047,16.512,55.585,0,14434960.166964937,12,2,2020-08-11
3.25,24.7494,641.628558,644.866,2.2326,14.393,8.025,4.6157,3.188,7.2717,16.236,55.602,0,14470714.585046506,13,2,2020-08-11
3.5,24.7409,642.372652,645.576,2.1699,9.2872,8.026,4.613,3.432,7.3399,15.9645,55.618,0,14520189.195745999,14,2,2020-08-11
3.75,24.682,638.224868,642.322,2.1869,5.5065,8.026,4.6293,3.678,7.5817,15.0208,55.832,0,14328053.276525106,15,2,2020-08-11
4,24.6677,637.761976,642.037,2.1826,3.9132,8.026,4.6176,3.922,7.4583,15.4971,55.656,0,14312661.773996435,16,2,2020-08-11
4.25,24.6727,637.828468,642.027,2.2109,2.4049,8.028,4.5986,4.168,7.5688,15.0757,55.433,0,14312588.707954321,17,2,2020-08-11
4.5,24.7049,640.389289,643.999,2.2331,1.6299,8.03,4.585,4.413,7.6514,14.7666,55.268,0,14434299.808892593,18,2,2020-08-11
4.75,24.727,642.136534,645.392,2.2089,0.94574,8.03,4.604,4.658,7.7541,14.3938,55.5,0,14517499.339053124,19,2,2020-08-11
5,24.7038,640.091188,643.863,2.2079,0.56211,8.031,4.6136,4.903,7.7856,14.2799,55.617,0,14418040.111894371,20,2,2020-08-11
0.5,25.4386,696.689002,690.608,2.7083,1876.2,8.335,8.9051,0.491,6.0795,17.8705,108.802,0,17197995.525153596,2,3,2020-08-11
0.75,25.4296,697.195624,691.214,2.6188,1048,8.321,8.8818,0.735,7.1056,16.934,108.523,0,17238161.42022882,3,3,2020-08-11
1,25.4196,697.666065,691.816,2.7263,677.31,8.311,8.8439,0.981,7.2943,16.1441,108.079,0,17277041.5378129,4,3,2020-08-11
1.25,25.4062,698.070177,692.342,2.9221,247.39,8.305,4.0612,1.226,7.9763,13.5519,49.599,0,17314951.76777539,5,3,2020-08-11
1.5,25.4164,699.846962,693.984,2.7949,271.62,8.311,6.436,1.471,7.7267,14.4909,78.634,0,17417897.686159365,6,3,2020-08-11
1.75,25.4151,699.802212,693.976,2.7927,174.73,8.311,6.4778,1.716,7.6622,14.7276,79.138,0,17416272.194289647,7,3,2020-08-11
2,25.4138,699.795675,693.955,2.7954,109.36,8.311,6.5079,1.961,7.597,14.9682,79.498,0,17417068.686561152,8,3,2020-08-11
2.25,25.4119,700.046802,694.274,2.8064,68.877,8.31,6.5017,2.207,7.555,15.1261,79.419,0,17434762.39445194,9,3,2020-08-11
2.5,25.4143,700.2447,694.406,2.8307,42.946,8.31,6.4948,2.452,7.5686,15.0752,79.333,0,17445075.048757304,10,3,2020-08-11
2.75,25.4188,700.114759,694.167,2.8429,28.336,8.31,6.4919,2.697,7.7325,14.4702,79.298,0,17432632.464213297,11,3,2020-08-11
3,25.4187,700.157794,694.254,2.8417,18.093,8.31,6.4847,2.942,7.7551,14.3882,79.213,0,17435453.88362589,12,3,2020-08-11
3.25,25.4153,700.126763,694.277,2.8199,11.338,8.311,6.4677,3.187,7.7546,14.39,79.005,0,17436657.519386876,13,3,2020-08-11
3.5,25.4121,700.166147,694.35,2.8583,7.6203,8.311,6.4688,3.432,7.7336,14.465,79.018,0,17442141.540219292,14,3,2020-08-11
3.75,25.4077,700.286482,694.566,2.8718,4.8865,8.311,6.4796,3.677,7.6442,14.7938,79.151,0,17453885.71194426,15,3,2020-08-11
4,25.4044,700.344027,694.654,2.8601,3.0381,8.311,6.4825,3.923,7.5955,14.9736,79.182,0,17460621.43241024,16,3,2020-08-11
4.25,25.4028,700.378532,694.704,2.9148,1.9949,8.312,6.4867,4.168,7.5862,15.0086,79.231,0,17464307.03345526,17,3,2020-08-11
4.5,25.4022,700.413448,694.748,2.874,1.2053,8.312,6.4861,4.413,7.6424,14.8,79.225,0,17467084.424185526,18,3,2020-08-11
4.75,25.4032,700.32551,694.636,2.8158,0.80555,8.312,6.5025,4.658,7.7689,14.3413,79.425,0,17460564.47758293,19,3,2020-08-11
5,25.4033,700.320601,694.628,2.9232,0.46245000000000003,8.312,6.4803,4.903,7.8366,14.098,79.154,0,17460158.39625434,20,3,2020-08-11
5.25,25.4013,700.223748,694.576,2.9819,0.28172,8.312,6.4447,5.149,7.7002,14.5875,78.719,0,17455877.320892055,21,3,2020-08-11
5.5,25.4004,700.159895,694.516,2.9263,0.15569,8.313,6.4626,5.394,7.7613,14.366,78.938,0,17452663.6898046,22,3,2020-08-11
5.75,25.4004,700.101102,694.454,2.9294,0.072094,8.313,6.4794,5.639,8.0233,13.4627,79.143,0,17448930.80767845,23,3,2020-08-11
6,25.4004,700.127173,694.481,2.9096,0.018057,8.313,6.4681,5.884,8.3208,12.4913,79.006,0,17450584.702838846,24,3,2020-08-11
0.5,23.7713,564.400467,578.562,-4.2472,1003.5,8.108,4.8154,0.49,4.1366,28.7771,57.019,0,11006365.201305524,2,4,2020-08-11
0.75,23.8548,564.231136,577.362,1.8534,1311.1,8.041,4.3141,0.736,5.6273,24.4983,51.048,0,10947660.785064152,3,4,2020-08-11
1,23.3818,551.858004,569.817,1.8622,943.35,8.042,5.1882,0.981,5.7486,23.7599,60.266,0,10618552.12930467,4,4,2020-08-11
1.25,23.218,541.960289,562.564,1.9075,702.19,8.042,5.225,1.226,5.7887,23.524,60.684,0,10231717.19667908,5,4,2020-08-11
1.5,23.0036,533.681996,556.358,1.907,492.97,8.041,5.3033,1.471,5.9028,22.8665,61.435,0,9955392.229417656,6,4,2020-08-11
1.75,22.787,525.266018,549.843,1.9068,356.02,8.044,5.3116,1.716,5.9866,22.3874,61.517,0,9675644.749722585,7,4,2020-08-11
2,22.659300000000002,517.82535,543.217,1.986,231.84,8.041,5.2222,1.961,5.9609,22.5335,60.79,0,9396438.582033426,8,4,2020-08-11
2.25,22.8325,522.88108,546.916,1.9342,171,8.019,5.2391,2.206,6.0092,22.2622,59.893,0,9539693.569364246,9,4,2020-08-11
2.5,22.8964,535.135552,556.801,1.8819,123.45,8.016,5.3471,2.452,5.9722,22.4684,60.495,0,10084682.22049219,10,4,2020-08-11
2.75,22.6305,514.150031,540.698,1.8931,92.555,8.017,5.3655,2.697,5.9385,22.659,60.503,0,9242020.51281416,11,4,2020-08-11
3,22.3815,503.429826,531.718,1.8306,66.31,8.015,5.5247,2.942,5.9205,22.7617,62.261,0,8881096.313468697,12,4,2020-08-11
3.25,22.1966,501.82187,530.788,1.8138,48.798,8.013,5.8225,3.187,5.8306,23.2808,65.551,0,8900897.871739002,13,4,2020-08-11
3.5,21.9642,486.223096,518.263,1.8319,35.829,8.015,5.9113,3.432,5.7287,23.8725,66.435,0,8319796.57619792,14,4,2020-08-11
3.75,21.6032,472.660646,507.335,1.7959,25.393,8.02,5.9607,3.678,5.632,24.4716,66.76,0,7899906.6050352715,15,4,2020-08-11
4,21.3672,457.138697,493.89,1.8001,19.914,8.023,5.9575,3.923,5.636,24.4387,66.689,0,7352189.851566575,16,4,2020-08-11
4.25,21.249,452.592955,489.772,1.7698,14.03,8.024,5.9487,4.168,6.0721,21.9905,66.528,0,7215391.0754809305,17,4,2020-08-11
4.5,21.1594,450.744261,488.08,1.7341,10.069,8.022,5.9708,4.414,7.027,17.1849,66.736,0,7177017.903507293,18,4,2020-08-11
4.75,21.126,447.842957,485.415,1.7287,6.9973,8.025,6.0092,4.658,7.0361,17.224,67.156,0,7073089.8351916475,19,4,2020-08-11
5,21.0416,444.603376,482.638,1.7023,4.4746,8.033,6.0557,4.903,7.5874,15.0428,67.663,0,6976755.13811732,20,4,2020-08-11
5.25,20.9391,438.587487,477.69,1.6933,2.9879,8.033,6.0737,5.148,7.8491,14.06,67.794,0,6777816.118517024,21,4,2020-08-11
5.5,20.8579,436.635454,476.149,1.6921,1.8972,8.031,6.1067,5.394,7.9228,13.7973,68.086,0,6732341.072462329,22,4,2020-08-11
5.75,20.8032,436.1999,476.282,1.648,1.1975,8.033,6.1174,5.639,7.8853,13.9279,68.122,0,6736360.964642966,23,4,2020-08-11
6,20.7562,437.407657,477.986,1.5817,0.73811,8.031,6.1202,5.884,7.7022,14.5846,68.086,0,6802514.73834773,24,4,2020-08-11
6.25,20.7408,442.195442,483.327,1.5908,0.46261,8.027,6.1607,6.129,7.4533,15.5289,68.396,0,7000616.223980777,25,4,2020-08-11
6.5,20.7136,443.925823,485.349,1.5977,0.27022,8.019,6.1997,6.375,6.9511,17.596,68.577,0,7081920.7991433125,26,4,2020-08-11
6.75,20.6717,445.17993,487.434,1.5709,0.15791,8.011,6.1943,6.619,6.7065,18.7186,68.512,0,7150408.147179984,27,4,2020-08-11
7,20.5991,442.574516,485.28,1.6561,0.077794,7.985,6.3402,6.865,6.327,20.5646,68.285,0,7073544.322297179,28,4,2020-08-11
7.25,20.5359,428.997413,471.107,1.5429,0.0329,7.969,6.618,7.11,6.1626,21.4272,68.701,0,6556048.010286978,29,4,2020-08-11
7.5,20.4492,425.016284,467.485,1.6121,0.005279,7.955,6.5399,7.355,5.8339,23.2782,67.544,0,6433853.241186312,30,4,2020-08-11
7.75,20.1206,413.636303,457.257,1.5859,1.6235e-4,7.936,5.8279,7.6,5.6563,24.3144,60.026,0,6118205.22745432,31,4,2020-08-11
8,19.4374,396.991704,444.562,1.5194,1.8933e-4,7.932,5.6471,7.845,5.7321,23.8678,57.866,0,5732968.958431319,32,4,2020-08-11
8.25,17.9795,328.43673,383.464,1.53,1.7461e-4,7.947,5.5681,8.09,6.4152,20.3478,57.099,0,3849289.208104349,33,4,2020-08-11
8.5,16.8637,298.343212,356.472,1.5351,1.4334e-4,7.96,5.4003,8.336,7.7927,14.1538,55.202,0,3220488.4419293758,34,4,2020-08-11
8.75,16.6868,305.364309,366.475,1.4488,1.3398e-4,7.961,5.2389,8.581,8.6538,11.6662,53.468,0,3455719.3276255396,35,4,2020-08-11
0.5,22.0173,474.008718,503.257,1.8128,66.868,8.181,8.5722,0.492,5.3419,25.9094,98.234,0,7773096.577036726,2,5,2020-08-11
0.75,21.9317,470.683453,502.839,1.7615,130.76,8.183,8.5479,0.734,5.2154,27.1552,97.845,0,7671596.5488250805,3,5,2020-08-11
1,21.6704,418.286784,447.478,2.9634,1198,8.121,5.2065,0.98,4.5679,31.8521,59.057,0,5758961.660879733,4,5,2020-08-11
1.25,21.6057,410.595949,440.546,2.5402,579.52,8.138,8.0203,1.226,4.5859,31.8646,90.874,0,5512325.717277878,5,5,2020-08-11
1.5,21.6119,412.708907,442.653,2.684,494.53,8.155,7.9275,1.471,4.3524,33.7011,89.486,0,5583177.575502847,6,5,2020-08-11
1.75,21.5978,409.075414,438.916,2.7805,371.88,8.175,8.0504,1.716,4.2,35.0074,90.556,0,5462732.08146363,7,5,2020-08-11
2,21.573,406.964726,436.747,2.8298,299.87,8.203,8.1846,1.962,4.0346,36.4729,91.445,0,5398556.83225696,8,5,2020-08-11
2.25,21.5513,400.758245,430.546,2.7919,251.52,8.205,8.0819,2.206,4.0546,36.289,90.436,0,5196919.461601565,9,5,2020-08-11
2.5,21.531,397.556244,427.195,2.8271,185.24,8.216,7.8563,2.451,4.0366,36.4549,87.952,0,5097270.472511141,10,5,2020-08-11
2.75,21.4895,396.618383,426.336,2.8769,141.44,8.236,7.4107,2.697,3.8845,37.8732,82.922,0,5078557.279861752,11,5,2020-08-11
3,21.3986,391.918186,421.782,2.9077,115.77,8.246,7.3566,2.943,3.6677,39.9627,82.107,0,4951626.3664546115,12,5,2020-08-11
3.25,21.2255,403.44135,437.111,2.9008,90.454,8.261,7.2767,3.186,3.6419,40.2396,80.773,0,5385522.897740082,13,5,2020-08-11
3.5,20.9961,408.248176,443.35,2.997,69.434,8.28,6.9995,3.433,3.4385,42.324,77.412,0,5624566.437088022,14,5,2020-08-11
3.75,20.9038,398.897889,435.318,2.9605,60.139,8.284,7.007,3.677,3.4508,42.2015,76.911,0,5329172.101047099,15,5,2020-08-11
4,20.8385,406.298984,443.6,2.9341,48.26,8.284,7.0829,3.923,3.4434,42.2664,76.984,0,5606704.634718463,16,5,2020-08-11
4.25,20.8195,433.42614,472.845,2.8818,38.543,8.248,7.1871,4.168,3.3145,43.6973,77.524,0,6621217.834534943,17,5,2020-08-11
4.5,20.7612,426.52545,465.66,2.9039,33.038,8.205,7.1437,4.413,3.0264,46.8936,77.173,0,6376481.187976159,18,5,2020-08-11
4.75,20.6891,419.10233,458.245,2.9077,27.648,8.192,7.0193,4.658,2.9596,47.7354,75.416,0,6122027.885284295,19,5,2020-08-11
5,20.5686,395.409814,433.792,2.9179,22.81,8.157,6.8238,4.903,2.9644,47.6604,73.267,0,5312452.824047698,20,5,2020-08-11
5.25,20.3636,386.262238,425.806,2.8628,18.821,8.108,6.5808,5.148,3.0581,46.56,70.633,0,5063468.435720645,21,5,2020-08-11
5.5,20.0652,384.037382,425.216,2.757,16.685,8.062,6.3977,5.394,3.1996000000000002,44.9349,68.52,0,5076480.907735725,22,5,2020-08-11
5.75,19.7956,397.987402,444.596,2.6157,14.501,8.049,6.356,5.639,3.2007,44.9254,68.125,0,5649806.012024207,23,5,2020-08-11
6,19.4707,356.216578,401.789,2.5866,12.348,8.042,6.2648,5.884,3.2085,44.8372,67.308,0,4336161.749775937,24,5,2020-08-11
6.25,19.151,316.085829,358.936,2.1958,10.102,8.033,6.146,6.129,3.2819,44.0266,65.969,0,3253557.0679232087,25,5,2020-08-11
6.5,18.9268,302.272305,343.219,1.7751,8.4302,8.01,6.1617,6.375,3.3976,42.7652,65.38,0,2940319.1126854615,26,5,2020-08-11
6.75,18.8506,309.450117,353.384,1.827,7.0735,8.011,6.215,6.619,3.2469,44.4165,66.005,0,3136763.2678432856,27,5,2020-08-11
7,18.7645,310.248115,354.439,1.8402,5.984,8.03,6.2769,6.865,2.9086,48.4233,66.448,0,3173743.520866122,28,5,2020-08-11
7.25,18.7121,304.846191,348.967,1.5051,5.3869,8.054,6.3751,7.11,2.6061,52.1522,66.783,0,3043525.5045880727,29,5,2020-08-11
7.5,18.6913,305.034644,348.727,1.2721,4.4942,8.08,6.2796,7.355,2.2078,57.5699,64.95,0,3052129.404024178,30,5,2020-08-11
7.75,18.5396,299.947739,344.717,1.3254,4.1049,8.092,6.1662,7.6,2.2075,57.5883,62.859,0,2949942.289895471,31,5,2020-08-11
8,18.3379,301.262636,348.239,1.3609,3.5759,8.11,6.1595,7.845,2.1969,57.7403,62.934,0,3019422.976152717,32,5,2020-08-11
8.25,18.0757,299.861462,347.299,0.979,3.2182,8.132,6.1728,8.091,2.2569,56.8747,63.172,0,3030912.8002166515,33,5,2020-08-11
8.5,17.8412,293.127067,342.488,1.0141,2.889,8.138,6.0746,8.335,2.2006,57.6931,62.58,0,2900190.6191818067,34,5,2020-08-11
8.75,17.5544,291.585667,343.115,1.008,2.4973,8.152,5.881,8.581,2.2007,57.685,61.435,0,2911384.9343090947,35,5,2020-08-11
9,16.8653,294.038666,351.68,0.9711,2.1454,8.178,6.0481,8.826,7.9242,24.9517,59.735,0,3102408.1576062986,36,5,2020-08-11
0.5,21.7472,392.869325,420.1,2.0458,1127.5,8.407,8.9642,0.49,2.5083,52.8739,102.305,0,4884608.984583535,2,6,2020-08-11
0.75,21.6158,389.940265,418.347,2.5944,1699.4,8.413,8.711,0.735,2.8382,49.1796,99.014,0,4827883.565353178,3,6,2020-08-11
1,21.4012,388.914382,419.141,2.6929,1295.7,8.414,8.5923,0.981,2.8831,48.6436,97.171,0,4854412.834256842,4,6,2020-08-11
1.25,21.3446,388.861563,419.465,3.4913,1066.6,8.409,7.9486,1.226,3.0428,46.7319,89.783,0,4868423.609217261,5,6,2020-08-11
1.5,21.3255,389.545711,420.414,3.9396,904.87,8.407,7.6868,1.471,3.0765,46.3421,86.849,0,4895698.90475516,6,6,2020-08-11
1.75,21.3059,390.915743,422.053,4.6831,713.55,8.392,7.2931,1.716,3.1562,45.4266,82.395,0,4945394.629033675,7,6,2020-08-11
2,21.2661,391.384642,423.008,4.8431,593.8,8.374,8.5856,1.961,3.1784,45.1741,96.899,0,4971875.07326471,8,6,2020-08-11
2.25,21.2404,393.934638,425.983,4.7422,474.96,8.368,8.7745,2.206,3.175,45.2151,99.007,0,5062583.45315971,9,6,2020-08-11
2.5,21.2246,396.486165,428.825,4.4468,395.43,8.316,8.5779,2.451,3.1279,45.7508,96.742,0,5151525.77888918,10,6,2020-08-11
2.75,21.2017,399.325931,432.063,4.8906,348.49,8.356,7.5991,2.697,3.1418,45.5917,84.511,0,5253293.586344198,11,6,2020-08-11
3,21.118,403.863246,437.441,4.4753,268.3,8.33,7.4727,2.943,3.1504,45.4931,82.492,0,5433265.7825875785,12,6,2020-08-11
3.25,20.9451,406.317641,442.87,4.3555,236.77,8.324,7.3723,3.188,3.1524,45.471,81.322,0,5573103.629539553,13,6,2020-08-11
3.5,20.8422,389.372442,425.414,4.2947,201.15,8.308,7.2273,3.431,3.1576,45.4111,79.597,0,5027494.898939144,14,6,2020-08-11
3.75,20.7653,386.225209,422.334,3.9909,168.92,8.281,7.0234,3.677,3.2049,44.8803,77.183,0,4946050.878956355,15,6,2020-08-11
4,20.6945,386.348326,422.338,2.9961,134.36,8.227,6.5806,3.922,3.1662,45.3188,72.085,0,4970328.81968206,16,6,2020-08-11
4.25,20.6268,382.920243,419.148,3.0472,113.38,8.213,6.448,4.168,3.0558,46.5908,70.617,0,4877304.973020227,17,6,2020-08-11
4.5,20.4903,371.796133,408.799,2.9017,92.679,8.203,6.4194,4.413,2.9862,47.4005,70.074,0,4558775.0430715475,18,6,2020-08-11
4.75,20.2731,359.194814,397.254,2.7168,76.605,8.194,6.5704,4.658,2.9168,48.232,71.526,0,4226614.400964166,19,6,2020-08-11
5,20.1345,355.678435,394.108,2.4636,64.494,8.188,6.6725,4.904,2.839,49.177,72.55,0,4154854.9764279323,20,6,2020-08-11
5.25,20.0172,355.082512,394.44,2.2927,55.086,8.195,6.615,5.149,2.5193,53.284,71.817,0,4165426.8901262432,21,6,2020-08-11
5.5,19.9204,350.810231,390.666,2.1974,46.567,8.217,6.6185,5.393,2.3664,55.3761,71.641,0,4061208.279215593,22,6,2020-08-11
5.75,19.817,349.471166,390.05,2.1094,39.168,8.228,6.647,5.638,2.2164,57.4682,71.71,0,4046020.6970728845,23,6,2020-08-11
6,19.6871,346.260841,387.089,2.0863,33.816,8.237,6.6617,5.885,2.175,58.0571,71.871,0,3981719.5791070494,24,6,2020-08-11
6.25,19.594,342.607398,384.461,2.0356,30.261,8.242,6.7255,6.129,2.1529,58.3784,72.55,0,3896259.5828120555,25,6,2020-08-11
6.5,19.4857,341.487431,384.13,2.0198,26.177,8.248,6.8113,6.374,2.1284,58.7371,73.427,0,3888397.83392222,26,6,2020-08-11
6.75,19.3759,340.460168,383.594,1.9667,22.429,8.251,6.7691,6.619,2.0781,59.4815,72.828,0,3883537.7415011027,27,6,2020-08-11
7,19.2636,335.128336,378.37,1.8661,19.655,8.254,6.5653,6.865,2.0106,60.4938,70.253,0,3754473.546333843,28,6,2020-08-11
7.25,19.1345,330.188365,374.427,1.8398,17.344,8.259,6.5118,7.109,1.9851,60.8793,69.22,0,3642037.794749168,29,6,2020-08-11
7.5,19.029,332.70475,378.15,1.8392,15.238,8.26,6.7335,7.355,1.959,61.2794,71.124,0,3736817.920703787,30,6,2020-08-11
7.75,18.9604,327.905727,372.853,1.7413,13.414,8.256,7.2589,7.6,1.9038,62.1284,76.562,0,3614986.320919852,31,6,2020-08-11
8,18.8637,323.688779,368.649,1.8271,11.893,8.256,6.9654,7.845,1.8525,62.9336,73.978,0,3517227.646828957,32,6,2020-08-11
8.25,18.6609,318.764243,364.895,1.8258,10.61,8.259,6.5788,8.09,1.8173,63.4871,70.035,0,3422829.635197259,33,6,2020-08-11
8.5,18.3882,313.331194,361.241,1.7229,9.459,8.259,6.4538,8.335,1.8161,63.4969,68.77,0,3329139.3548458046,34,6,2020-08-11
8.75,18.1087,308.833532,359.333,1.6622,8.4386,8.261,6.351,8.581,1.7547,64.4985,67.699,0,3262320.9511801093,35,6,2020-08-11
0.5,19.9359,317.923241,353.811,0.9122,2280.6,8.388,9.5086,0.49,2.6659,54.1659,104.821,0,3153382.4933056193,2,7,2020-08-11
0.75,20.0128,321.002645,356.641,1.1351,1436.8,8.35,8.5467,0.735,1.7884,63.8001,94.409,0,3217755.272392179,3,7,2020-08-11
1,20.0983,323.480939,358.62,1.1864,1451.5,8.343,7.418,0.981,1.8286,63.3099,81.973,0,3265468.7979211113,4,7,2020-08-11
1.25,20.1327,323.574399,358.259,1.1746,1132.3,8.342,7.215,1.226,1.8148,63.5234,79.664,0,3261346.823848673,5,7,2020-08-11
1.5,20.1522,324.368286,359.022,1.2003,782.41,8.341,7.0884,1.47,1.7988,63.7862,78.261,0,3278161.324332017,6,7,2020-08-11
1.75,20.166,324.728777,359.401,1.2362,867.49,8.339,7.0061,1.716,1.7996,63.8148,77.341,0,3284863.2021821607,7,7,2020-08-11
2,20.1741,324.947167,359.567,1.3399,813.26,8.338,6.9693,1.961,1.874,62.5639,76.95,0,3288974.785279266,8,7,2020-08-11
2.25,20.1754,325.121981,359.806,1.7137,498.87,8.341,7.1225,2.206,1.8768,62.5492,78.595,0,3293259.8656101697,9,7,2020-08-11
2.5,20.1989,326.117963,360.756,1.7989,374.71,8.344,6.7939,2.45,1.8755,62.5744,74.934,0,3314631.23489162,10,7,2020-08-11
2.75,20.2373,326.53487,360.915,1.954,324.81,8.344,7.3523,2.697,1.8903,62.3376,80.303,0,3318081.1811509426,11,7,2020-08-11
3,20.2456,325.880988,360.033,1.9718,314.36,8.343,7.4378,2.942,1.8857,62.4113,81.12,0,3299495.361214656,12,7,2020-08-11
3.25,20.2379,326.094137,360.216,1.959,308.1,8.343,7.686,3.187,1.8938,62.2852,83.69,0,3306505.1668671267,13,7,2020-08-11
3.5,20.1595,326.52364,361.23,1.9594,285.64,8.344,7.7955,3.433,1.918,61.9086,84.815,0,3332831.5384103223,14,7,2020-08-11
3.75,20.0493,326.764916,363.06,1.9846,212.61,8.345,7.7217,3.677,1.9046,62.1173,83.998,0,3360641.8390877107,15,7,2020-08-11
4,19.9274,324.43243,360.943,1.9751,210.66,8.345,7.7476,3.923,1.848,63.0057,84.261,0,3323084.7814818914,16,7,2020-08-11
4.25,19.7883,317.650413,354.821,1.9073,188.85,8.351,7.737,4.168,1.7535,64.5073,84.119,0,3173718.353114347,17,7,2020-08-11
4.5,19.6131,315.516904,353.902,1.7461,163.54,8.361,7.5771,4.413,1.6824,65.6681,82.302,0,3151588.153300141,18,7,2020-08-11
4.75,19.4934,301.560961,339.038,1.6367,153.63,8.37,7.5075,4.658,1.5987,67.0541,81.538,0,2826393.1649232735,19,7,2020-08-11
5,19.4502,296.289493,333.367,1.5651,142.69,8.384,7.6693,4.903,1.5499,67.8776,83.255,0,2708343.39860905,20,7,2020-08-11
5.25,19.4176,294.60499600000003,331.646,1.4615,123.37,8.39,7.8165,5.149,1.5007,68.7174,84.821,0,2674171.668799373,21,7,2020-08-11
5.5,19.395,292.77575,329.71,1.4167,113.61,8.391,7.5853,5.393,1.4622,69.3828,81.936,0,2635313.96563047,22,7,2020-08-11
5.75,19.3667,290.223944,327.018,1.3948,103.22,8.388,7.4482,5.64,1.4566,69.4775,79.576,0,2581124.096234918,23,7,2020-08-11
6,19.3447,288.448333,325.309,1.3828,106.67,8.387,7.6801,5.883,1.448,69.6283,81.316,0,2544124.101818732,24,7,2020-08-11
6.25,19.3168,293.84648,331.491,1.3372,94.664,8.383,8.1541,6.129,1.4475,69.637,85.049,0,2672383.3997610128,25,7,2020-08-11
6.5,19.2773,287.770082,324.818,1.3424,84.975,8.381,8.0845,6.375,1.4463,69.6579,81.82,0,2538886.9122588974,26,7,2020-08-11
6.75,19.1855,285.873162,322.946,1.3186,75.666,8.377,7.9643,6.619,1.4131,70.238,79.438,0,2509764.853555037,27,7,2020-08-11
7,18.9885,284.504607,323.135,1.3011,69.812,8.374,7.907,6.865,1.3838,70.7556,79.084,0,2508152.9781982647,28,7,2020-08-11
