depth,temperature,conductivity,conductivity2,fluorescence,par,pH,oxygen,pressure,beamAttenuation,beamTransmission,oxygen2,flag,salinity,scan,SiteNum,Date
3.75,10.3742,235.870222,333.294,2.3135,18.764,NA,11.5963,3.677,1.1386,75.2209,101.117,0,2685738.6307081603,15,6,2020-08-25
4,10.3734,235.110457,332.148,2.1555,16.591,NA,11.7015,3.922,1.1543,74.9425,101.039,0,2663721.534147695,16,6,2020-08-25
4.25,10.3545,234.186612,331.061,2.3196,14.799,NA,11.6478,4.166,1.165,74.6851,100.381,0,2640344.7582108295,17,6,2020-08-25
4.5,10.2957,233.388184,330.467,2.1014,13.511,NA,11.6638,4.412,1.1518,74.9761,100.971,0,2627880.660591045,18,6,2020-08-25
4.75,10.1659,227.701407,323.235,1.8875,12.497,NA,11.9112,4.659,1.1329,75.3137,102.706,0,2488656.7360794214,19,6,2020-08-25
5,9.881,222.233701,319.041,1.8676,10.927,NA,11.8662,4.904,0.9813,78.2597,101.806,0,2384463.0019213706,20,6,2020-08-25
5.25,9.6242,220.689968,318.533,1.8016,9.6959,NA,11.7734,5.148,0.8942,80.0853,100.938,0,2384258.9557424793,21,6,2020-08-25
5.5,9.5503,217.066675,313.787,1.7054,8.9032,NA,11.8274,5.393,0.8913,80.0093,101.417,0,2296733.937546289,22,6,2020-08-25
5.75,9.4289,212.247248,308.029,1.7657,8.1963,NA,11.8813,5.637,0.8814,80.2099,101.779,0,2186365.109568212,23,6,2020-08-25
6,8.9925,209.609307,309.221,1.6283,7.7422,NA,11.8759,5.884,0.8311,81.2591,99.311,0,2182957.1966800536,24,6,2020-08-25
6.25,8.9241,208.71229,306.272,1.4034,7.0541,NA,11.7134,6.129,0.7969,81.6219,97.188,0,2169443.4872401077,25,6,2020-08-25
6.5,8.8861,205.614999,303.123,1.315,6.5645,NA,11.8137,6.374,0.6657,84.7625,98.132,0,2093221.15730186,26,6,2020-08-25
6.75,8.7878,205.397613,304.375,1.28,6.138,NA,11.9219,6.618,0.6327,85.413,99,0,2102068.46340601,27,6,2020-08-25
7,8.5761,205.528028,306.001,1.4924,5.7753,NA,12.0436,6.865,0.574,86.6028,100.042,0,2137288.774990783,28,6,2020-08-25
7.25,8.502,204.617999,304.513,1.3556,5.4371,NA,12.0178,7.111,0.5931,86.2859,99.761,0,2124177.411729349,29,6,2020-08-25
7.5,8.3901,198.914068,296.721,1.4351,5.1488,NA,11.9953,7.354,0.6053,85.9532,99.49,0,1990972.7924538585,30,6,2020-08-25
7.75,8.0611,194.590118,295.063,1.3244,4.9152,NA,11.9669,7.599,0.577,86.5697,99.223,0,1926230.4257862926,31,6,2020-08-25
8,7.6978,193.027206,296.342,1.0945,4.6922,NA,11.9287,7.845,0.5264,87.6801,98.932,0,1936554.034441178,32,6,2020-08-25
8.25,7.5147,192.42646,296.867,0.9276,4.4402,NA,11.9056,8.091,0.4633,88.9653,98.771,0,1946644.141115842,33,6,2020-08-25
8.5,7.4108,192.480246,297.656,0.93512,4.2108,NA,11.8948,8.335,0.4651,89.0022,98.686,0,1962749.0850708494,34,6,2020-08-25
8.75,7.3497,192.424006,297.847,0.96602,4.0215,NA,11.8853,8.58,0.4077,90.4626,98.582,0,1969979.3755179676,35,6,2020-08-25
9,7.2866,192.427689,298.013,0.95001,3.8604,NA,11.8327,8.826,0.3896,90.6662,98.143,0,1979118.3901680463,36,6,2020-08-25
9.25,7.2885,192.128593,297.295,0.87802,3.7034,NA,11.8394,9.073,0.3976,90.5025,98.251,0,1970940.2148788595,37,6,2020-08-25
9.5,7.2818,191.984996,297.243,0.8857,3.5628,NA,11.8444,9.317,0.401,90.501,98.278,0,1968108.9082596502,38,6,2020-08-25
9.75,7.2707,191.958196,297.454,0.93849,3.4327,NA,11.8505,9.562,0.3972,90.4964,98.318,0,1968988.4233929662,39,6,2020-08-25
10,7.2565,191.974742,297.715,0.83772,3.2704,NA,11.860900000000001,9.804,0.376,91.0833,98.404,0,1971457.4992008172,40,6,2020-08-25
10.25,7.2384,192.389592,298.425,0.86569,3.1694,NA,11.8872,10.052,0.3648,91.2808,98.638,0,1985047.3535822192,41,6,2020-08-25
10.5,7.2424,192.320858,298.165,0.77424,3.0164,NA,11.8747,10.295,0.3617,91.3534,98.543,0,1982646.2326699314,42,6,2020-08-25
0.5,14.1875,266.894187,341.239,2.4642,252.1,NA,9.9577,0.49,4.3581,33.9218,95.994,0,2863208.475506907,2,7,2020-08-25
0.75,13.7139,264.424509,341.523,2.6131,244.68,NA,9.9918,0.735,1.2909,71.2034,96.884,0,2882435.0171510703,3,7,2020-08-25
1,13.8861,267.017359,343.256,2.8593,217.6,NA,9.4943,0.981,1.2254,73.5127,92.105,0,2922784.2581473747,4,7,2020-08-25
1.25,13.8819,265.691841,341.681,2.8229,178.14,NA,11.1753,1.226,1.2549,73.0728,108.029,0,2886485.0129819834,5,7,2020-08-25
1.5,13.7652,262.385249,338.374,2.8575,153.38,NA,11.2351,1.47,1.216,73.791,108.537,0,2816370.6247078963,6,7,2020-08-25
1.75,13.7893,257.004377,331.501,2.9063,141.51,NA,11.2932,1.715,1.2407,73.342,107.379,0,2666362.447467549,7,7,2020-08-25
2,13.5959,255.982194,332.421,2.4973,128.26,NA,11.5759,1.961,1.1983,74.1055,107.72,0,2672503.790599666,8,7,2020-08-25
2.25,13.622,255.72861,330.655,2.663,117.22,NA,11.6277,2.207,1.12,75.5728,107.367,0,2661203.827231073,9,7,2020-08-25
2.5,13.5718,252.882945,327.306,2.4811,104.43,NA,11.67,2.452,1.1137,75.6851,107.736,0,2594293.2168954955,10,7,2020-08-25
2.75,13.5109,250.268084,324.618,2.4449,93.675,NA,11.6933,2.696,1.1211,75.6219,108.03,0,2536000.927356057,11,7,2020-08-25
3,13.2885,249.05059,325.561,2.3637,86.269,NA,11.7711,2.942,1.0612,76.681,108.199,0,2540980.100871564,12,7,2020-08-25
3.25,13.071,248.360921,325.671,2.5474,81.083,NA,11.8242,3.191,1.0516,76.8597,107.392,0,2559075.601679222,13,7,2020-08-25
3.5,12.9815,244.694595,321.449,2.3948,74.977,NA,11.7408,3.431,1.0576,76.7811,106.146,0,2477693.7067754143,14,7,2020-08-25
3.75,12.636,241.150588,321.12,2.5434,69.766,NA,11.6147,3.677,1.0321,77.2445,104.74,0,2441452.746812963,15,7,2020-08-25
4,12.345,240.318322,322.582,2.4308,63.713,NA,11.582,3.924,1.0223,77.4792,104.376,0,2466901.941976579,16,7,2020-08-25
4.25,12.1791,237.510354,319.769,2.3974,58.315,NA,11.5778,4.167,1.0186,77.5239,104.319,0,2420070.3230641303,17,7,2020-08-25
4.5,11.7491,236.050216,322.177,2.5634,54.136,NA,11.5807,4.414,0.9979,77.9165,104.417,0,2451409.1060568425,18,7,2020-08-25
4.75,11.7088,235.609419,320.505,2.4495,50.531,NA,11.5871,4.657,0.9976,77.929,103.878,0,2446267.7738991003,19,7,2020-08-25
5,11.6025,232.955414,317.608,2.4195,47.034,NA,11.5585,4.904,0.9927,78.0239,103.173,0,2393126.115011671,20,7,2020-08-25
5.25,11.4729,229.456449,314.194,2.4099,43.309,NA,11.5317,5.149,0.9866,78.1238,102.818,0,2322026.4958677907,21,7,2020-08-25
5.5,11.3367,226.404528,311.62,2.3848,39.708,NA,11.5111,5.393,0.9866,78.1564,102.678,0,2264198.771314961,22,7,2020-08-25
5.75,11.0165,225.32604,313.579,2.2649,36.544,NA,11.5529,5.639,0.9755,78.3646,103.114,0,2285592.1193486806,23,7,2020-08-25
6,10.7146,225.23252,315.598,2.2104,34.05,NA,11.6018,5.885,0.9632,78.593,103.558,0,2330552.3329270724,24,7,2020-08-25
6.25,10.7016,225.837379,316.406,2.2637,31.342,NA,11.6127,6.128,0.9633,78.5931,103.261,0,2348749.877819427,25,7,2020-08-25
6.5,10.6868,226.310321,316.633,2.2166,28.912,NA,11.5935,6.376,0.9627,78.5986,102.7,0,2363795.094686995,26,7,2020-08-25
6.75,10.6612,223.860232,313.017,2.0627,26.205,NA,11.5611,6.62,0.9342,79.2498,102.544,0,2302619.560384949,27,7,2020-08-25
7,10.6118,221.53046,310.601,2.0247,24,NA,11.5518,6.865,0.9337,79.0948,102.606,0,2249120.9542864817,28,7,2020-08-25
7.25,10.4143,220.792079,312.214,2.0043,22.683,NA,11.601,7.109,0.929,79.273,103.088,0,2260272.75818916,29,7,2020-08-25
7.5,10.2602,221.066143,313.406,1.9521,20.811,NA,11.6062,7.353,0.9035,79.786,102.652,0,2291622.590931872,30,7,2020-08-25
7.75,10.2677,221.466684,313.95,2.0181,19.275,NA,11.5412,7.601,0.8983,79.8919,101.484,0,2301120.1183733293,31,7,2020-08-25
8,10.2613,221.216702,313.308,1.9777,18.187,NA,11.4955,7.845,0.8986,79.8811,101.228,0,2295461.175734093,32,7,2020-08-25
8.25,10.2498,220.071766,311.622,1.8934,16.83,NA,11.4996,8.091,0.8978,79.8862,101.307,0,2266845.971949604,33,7,2020-08-25
8.5,10.2242,218.491168,309.786,1.9162,15.393,NA,11.5117,8.334,0.8981,79.9034,101.344,0,2229162.556917776,34,7,2020-08-25
8.75,10.0842,218.527762,311.902,1.96,14.001,NA,11.5449,8.581,0.8888,80.0485,100.543,0,2251745.945777466,35,7,2020-08-25
9,10.082,218.717919,311.071,1.8707,13.024,NA,11.4393,8.826,0.89,80.0586,99.942,0,2257127.630420789,36,7,2020-08-25
9.25,10.0398,217.794337,310.541,1.9677,12.094,NA,11.5426,9.071,0.8898,80.0589,101.535,0,2239226.3505367544,37,7,2020-08-25
9.5,9.8821,214.637501,307.731,2.4392,11.273,NA,11.7177,9.318,0.8903,80.0458,103.431,0,2180400.1349847647,38,7,2020-08-25
9.75,9.7727,216.044711,311.431,2.0503,10.364,NA,11.6925,9.561,0.8805,80.2515,102.988,0,2234216.422411388,39,7,2020-08-25
10,9.6713,215.94958,311.115,1.8944,9.6266,NA,11.575,9.807,0.8568,80.7202,102.002,0,2247462.424286075,40,7,2020-08-25
10.25,9.6053,212.398702,306.223,1.7539,9.0078,NA,11.5364,10.051,0.8374,81.1037,101.929,0,2163599.124684237,41,7,2020-08-25
10.5,9.484,209.111515,303.4,1.8147,8.3608,NA,11.5706,10.295,0.8362,81.1326,102.303,0,2096197.0834267566,42,7,2020-08-25
10.75,9.1749,210.374848,309.543,2.1024,7.7111,NA,11.6311,10.544,0.8291,81.2765,102.883,0,2175446.606028576,43,7,2020-08-25
11,9.2782,214.495224,313.824,1.7235,7.1363,NA,11.604,10.789,0.8324,81.2301,102.467,0,2270178.319136212,44,7,2020-08-25
11.25,9.3461,216.411382,315.237,1.7087,6.6113,NA,11.5938,11.03,0.8233,81.3635,102.224,0,2311663.896151477,45,7,2020-08-25
11.5,9.4796,217.353284,314.426,1.7896,6.1072,NA,11.5635,11.277,0.8059,81.7408,101.805,0,2315915.7187948553,46,7,2020-08-25
0.5,9.3854,215.252819,313.081,1.04,460.62,NA,11.2692,0.49,2.8916,48.5125,98.679,0,2273746.741815123,2,8,2020-08-25
0.75,9.4516,215.894324,313.323,1.2874,336.33,NA,11.3278,0.734,3.3707,43.1953,99.063,0,2280636.196760375,3,8,2020-08-25
1,9.1931,213.096497,311.592,1.4624,192.37,NA,11.4257,0.98,3.8643,37.9359,99.497,0,2245682.9939249675,4,8,2020-08-25
1.25,9.0934,212.046259,311.132,1.4211,175.99,NA,11.5013,1.225,3.5632,41.0152,100.039,0,2232911.3749737926,5,8,2020-08-25
1.5,9.0727,211.865261,311.029,1.4203,147.76,NA,11.532,1.471,3.5458,41.2009,100.236,0,2231257.4539596085,6,8,2020-08-25
1.75,9.0635,212.323585,311.756,1.693,109.08,NA,11.5287,1.715,3.4717,42.008,100.212,0,2245138.375546711,7,8,2020-08-25
2,9.0624,212.137892,311.382,2.0709,70.936,NA,11.5434,1.962,3.3685,43.0822,100.397,0,2240266.8431514692,8,8,2020-08-25
2.25,9.0648,211.934951,311.131,1.6616,45.069,NA,11.5506,2.208,3.2794,44.0736,100.5,0,2234384.0375993103,9,8,2020-08-25
2.5,9.0713,212.320609,311.722,1.9592,36.363,NA,11.5501,2.452,3.2953,43.9094,100.49,0,2243825.962716941,10,8,2020-08-25
2.75,9.0855,213.064601,312.676,2.1096,30.552,NA,11.5383,2.695,3.4172,42.4525,100.407,0,2261835.828318755,11,8,2020-08-25
3,9.1726,213.448299,312.095,2.2323,24.469,NA,11.5083,2.942,3.5284,41.4338,100.145,0,2258468.1862769495,12,8,2020-08-25
3.25,9.1712,213.468696,312.471,2.1609,16.377,NA,11.5323,3.188,3.5493,41.2107,100.118,0,2259244.5562373926,13,8,2020-08-25
3.5,9.1747,213.725039,312.653,2.0761,13.767,NA,11.5225,3.431,3.5062,41.3472,99.94,0,2265668.597182006,14,8,2020-08-25
3.75,9.1807,213.316434,311.943,2.1348,10.048,NA,11.5054,3.677,3.7096,39.5659,99.804,0,2253601.3276168853,15,8,2020-08-25
4,9.1839,213.457568,312.249,2.0587,6.83,NA,11.4998,3.923,3.9539,37.5052,99.718,0,2256929.276625925,16,8,2020-08-25
4.25,9.1883,213.668173,312.484,2.2249,4.7961,NA,11.5047,4.169,3.9511,37.2302,99.511,0,2261959.4658091892,17,8,2020-08-25
4.5,9.1972,213.797813,312.559,2.1907,3.7345,NA,11.4843,4.413,4.1236,35.5942,99.205,0,2264075.2416234673,18,8,2020-08-25
4.75,9.2124,213.852026,312.42,2.466,2.3562,NA,11.5084,4.659,3.816,38.5734,99.353,0,2263137.882942776,19,8,2020-08-25
5,9.1969,213.543882,312.09,2.3089,1.6016,NA,11.5483,4.905,3.9059,37.6754,99.634,0,2257215.835030816,20,8,2020-08-25
5.25,9.1862,213.224886,311.671,2.2693,1.2282,NA,11.5485,5.146,3.9046,37.6409,99.606,0,2250245.5887532146,21,8,2020-08-25
5.5,9.1657,212.606074,311.037,2.1001,0.90324,NA,11.5362,5.393,3.9807,36.9053,99.467,0,2236709.3917993577,22,8,2020-08-25
5.75,9.1368,212.234731,310.944,2.1333,0.64128,NA,11.5186,5.64,4.021,36.9077,99.312,0,2231200.3125802455,23,8,2020-08-25
6,9.1064,212.4623,311.688,2.4174,0.43421,NA,11.5159,5.884,4.6211,31.1812,99.313,0,2242136.501869246,24,8,2020-08-25
6.25,9.0798,212.474083,311.77,2.3162,0.27704,NA,11.5199,6.128,4.6246,31.6167,99.322,0,2246650.341859664,25,8,2020-08-25
6.5,9.0406,211.224051,310.114,2.3064,0.17631,NA,11.5512,6.374,5.3112,26.4813,99.37,0,2218932.692651748,26,8,2020-08-25
6.75,8.9291,210.818078,310.899,2.3712,0.1027,NA,11.5086,6.619,5.261,26.8563,98.778,0,2225382.313869376,27,8,2020-08-25
7,8.8887,210.667399,310.762,2.4937,0.041799,NA,11.4848,6.866,4.9494,28.9138,98.5,0,2227629.676162639,28,8,2020-08-25
7.25,8.8779,210.581841,310.784,2.6526,0.0065523,NA,11.5125,7.109,4.9771,28.8526,98.72,0,2226999.609088625,29,8,2020-08-25
7.5,8.8512,210.197097,310.501,2.9889,-6.63e-4,NA,11.5577,7.356,5.2949,26.6522,99.061,0,2220732.205330515,30,8,2020-08-25
7.75,8.8305,210.251894,310.818,3.1983,-1.465e-6,NA,11.5607,7.6,5.9479,22.2767,99.06,0,2225469.4576883493,31,8,2020-08-25
8,8.8235,210.400608,311.043,3.1132,1e-12,NA,11.543,7.846,5.8975,23.0109,98.899,0,2230620.393152768,32,8,2020-08-25
8.25,8.8151,210.109117,310.539,2.4451,1e-12,NA,11.5255,8.09,6.0881,21.8436,98.803,0,2224002.0135466093,33,8,2020-08-25
8.5,8.7993,209.261554,309.322,2.6911,1e-12,NA,11.5075,8.334,6.3104,20.7339,98.699,0,2203465.59829523,34,8,2020-08-25
8.75,8.7173,208.280447,308.97,2.5988,1e-12,NA,11.5468,8.581,6.2597,20.9185,99.066,0,2189654.9311053595,35,8,2020-08-25
9,8.6499,207.983949,309.086,2.4442,1.9513e-5,NA,11.5601,8.826,6.0613,22.0999,99.217,0,2192080.94430751,36,8,2020-08-25
9.25,8.6318,207.835307,309.01,2.4387,1.6252e-6,NA,11.5572,9.07,5.9566,22.2668,99.223,0,2190861.6397089446,37,8,2020-08-25
9.5,8.6171,207.77533,309.092,2.3584,1e-12,NA,11.5537,9.315,5.5451,24.9743,99.196,0,2191517.3857403933,38,8,2020-08-25
9.75,8.5942,207.54706,308.941,2.4365,1e-12,NA,11.553,9.562,4.9593,29.7343,99.286,0,2188881.381953202,39,8,2020-08-25
10,8.5843,207.454862,308.911,1.9035,1e-12,NA,11.561,9.807,3.8036,37.8937,99.398,0,2187916.818661709,40,8,2020-08-25
10.25,8.5813,207.530624,309.082,2.1336,2.0929e-6,NA,11.5662,10.052,3.5768,41.0896,99.422,0,2190437.5216538613,41,8,2020-08-25
10.5,8.5816,207.930224,309.688,2.2032,3.4827e-5,NA,11.5573,10.296,3.2173,44.9985,99.338,0,2201251.714492243,42,8,2020-08-25
10.75,8.6076,208.007507,309.382,1.8845,-5.272e-6,NA,11.5455,10.543,2.396,55.0228,99.299,0,2199298.2023451785,43,8,2020-08-25
11,8.624,208.130371,309.498,1.8527,2.0404e-4,NA,11.5468,10.787,1.8366,62.2491,99.31,0,2200081.254134537,44,8,2020-08-25
11.25,8.6287,208.291662,309.694,1.8699,1.9308e-6,NA,11.5377,11.034,2.0447,60.0317,99.205,0,2203733.478186433,45,8,2020-08-25
11.5,8.635,208.323136,309.651,1.835,1e-12,NA,11.5349,11.278,2.1222,59.1253,99.169,0,2203605.7196221976,46,8,2020-08-25
11.75,8.6415,208.312389,309.559,1.8875,1e-12,NA,11.5294,11.523,2.1265,58.7296,99.109,0,2202298.8428416383,47,8,2020-08-25
12,8.6484,208.435323,309.71,1.9877,1e-12,NA,11.525,11.767,2.1364,58.7234,99.05,0,2204564.149685607,48,8,2020-08-25
12.25,8.6676,208.757143,309.972,2.118,5.0557e-6,NA,11.5129,12.012,2.2141,57.6263,98.9,0,2210319.19373263,49,8,2020-08-25
0.5,19.2916,259.780541,293.581,0.33486,669.1,NA,8.0005,0.49,0.2931,91.3141,86.644,0,1951112.7053963377,2,9,2020-08-25
0.75,18.9777,259.537454,295.027,0.35848,597.3,NA,8.1783,0.735,0.4229,89.9767,86.16,0,1982913.0052725559,3,9,2020-08-25
1,17.6207,253.268843,297.329,0.40706,444.63,NA,9.1618,0.98,0.4272,89.869,95.099,0,2020201.7140292502,4,9,2020-08-25
1.25,16.9333,246.304933,293.591,0.3987,442.55,NA,9.9527,1.224,0.4278,89.8573,102.411,0,1961178.066128707,5,9,2020-08-25
1.5,17.7004,246.705675,289.035,0.38471,397.09,NA,9.7705,1.47,0.4254,89.9076,102.223,0,1879426.7657862506,6,9,2020-08-25
1.75,16.1217,240.857572,293.703,0.42053,350.14,NA,10.8691,1.717,0.4272,89.8678,104.048,0,1946897.871854384,7,9,2020-08-25
2,15.8551,239.020092,292.9,0.4707,326.19,NA,10.8851,1.962,0.4273,89.8679,102.806,0,1940959.735313365,8,9,2020-08-25
2.25,15.6024,238.108063,293.706,0.43904,322.99,NA,10.8748,2.206,0.4263,89.8916,101.786,0,1952632.9785512397,9,9,2020-08-25
2.5,15.3193,236.924513,294.112,0.44233,311.05,NA,11.0053,2.453,0.4258,89.8886,102.787,0,1962418.7432580201,10,9,2020-08-25
2.75,15.1771,235.840873,293.62,0.47521,285.78,NA,11.2155,2.697,0.4215,90.0015,105.11,0,1956926.3331384454,11,9,2020-08-25
3,14.9815,234.329109,293.243,0.4615,262.18,NA,11.4693,2.942,0.4216,89.9975,106.773,0,1948838.3370685554,12,9,2020-08-25
3.25,14.4585,232.709645,295.378,0.47968,261.65,NA,11.5844,3.187,0.4195,90.0452,102.823,0,1979239.2160279455,13,9,2020-08-25
3.5,14.1068,228.824676,291.32,0.50125,268.53,NA,11.4395,3.432,0.4174,90.0897,99.025,0,1938703.945377851,14,9,2020-08-25
3.75,13.8226,225.332514,290.039,0.49099,252.57,NA,11.6632,3.68,0.4166,90.1199,102.233,0,1898061.4848074245,15,9,2020-08-25
4,13.4916,223.122424,290.536,0.48405,236.97,NA,12.0474,3.922,0.4136,90.1782,105.794,0,1890729.5132587145,16,9,2020-08-25
4.25,12.7773,221.384823,294.225,0.48346,226.1,NA,12.2983,4.168,0.4058,90.3499,106.011,0,1941759.4431192197,17,9,2020-08-25
4.5,12.1544,218.809587,292.734,0.47755,218.83,NA,12.0156,4.414,0.3879,90.7575,103.629,0,1963529.1689396498,18,9,2020-08-25
4.75,11.8451,212.953772,287.133,0.45268,212.89,NA,12.0607,4.659,0.3872,90.7966,105.283,0,1869462.1014310024,19,9,2020-08-25
5,11.301,207.297148,285.485,0.46608,206.74,NA,12.2947,4.903,0.388,90.7557,107.586,0,1809417.542302528,20,9,2020-08-25
5.25,9.8714,203.505481,294.311,0.46977,197.99,NA,12.0957,5.148,0.4007,90.4664,103.649,0,1902783.2679786286,21,9,2020-08-25
5.5,9.2245,199.193438,287.659,0.48852,184.73,NA,11.7779,5.394,0.4066,90.3431,101.517,0,1883834.5427460384,22,9,2020-08-25
5.75,8.9718,198.830586,293.062,0.51775,181.25,NA,12.1929,5.638,0.4087,90.2884,105.021,0,1908601.4897920059,23,9,2020-08-25
6,8.6252,198.162245,295.238,0.56729,176.16,NA,12.1708,5.883,0.3992,90.5027,103.972,0,1939033.9312083926,24,9,2020-08-25
6.25,8.3091,196.949525,296.203,0.55345,165.87,NA,12.2304,6.128,0.3885,90.7384,103.838,0,1952009.5400155578,25,9,2020-08-25
6.5,8.2407,197.091129,296.552,0.56288,163.73,NA,12.2745,6.375,0.3716,91.1356,104.219,0,1965183.490408326,26,9,2020-08-25
6.75,8.2329,197.040777,296.464,0.57421,159.14,NA,12.2633,6.619,0.3715,91.1278,104.151,0,1964985.2304953432,27,9,2020-08-25
7,8.228,197.021259,296.439,0.59676,151.27,NA,12.2754,6.864,0.3677,91.2158,104.262,0,1965171.294859746,28,9,2020-08-25
7.25,8.2235,196.874782,296.234,0.58888,143.47,NA,12.293,7.11,0.361,91.3773,104.419,0,1962044.6177405738,29,9,2020-08-25
7.5,8.204,196.823608,296.376,0.60621,139.52,NA,12.1582,7.355,0.354,91.531,103.27,0,1963463.8844523388,30,9,2020-08-25
0.5,17.3096,250.584287,295.847,0.20347,682.34,NA,9.1311,0.49,0.4394,89.5753,91.256,0,2003224.1347278913,2,10,2020-08-25
0.75,16.9736,248.383809,295.722,0.24471,690.94,NA,9.1835,0.735,0.4495,89.3665,91.847,0,1999011.2174657285,3,10,2020-08-25
1,16.433,245.056657,296.783,0.25902,641.87,NA,9.333,0.981,0.4612,89.1177,93.441,0,1996337.3519807267,4,10,2020-08-25
1.25,15.4099,245.57121,304.019,0.39159,584.35,NA,9.4506,1.226,0.5052,88.1374,93.912,0,2139390.9515578826,5,10,2020-08-25
1.5,14.9945,239.203125,299.302,0.45589,465.67,NA,10.6176,1.47,0.4876,88.5307,105.831,0,2052960.9217790212,6,10,2020-08-25
1.75,14.8646,238.910851,300.249,0.51511,443.7,NA,10.9245,1.716,0.4953,88.3564,107.334,0,2063457.3313172364,7,10,2020-08-25
2,14.7528,238.838274,300.653,0.5094,414.5,NA,10.8997,1.961,0.5008,88.2321,106.699,0,2076551.6376095277,8,10,2020-08-25
2.25,14.7185,238.780057,300.689,0.54043,396.61,NA,10.8868,2.207,0.5021,88.2033,106.585,0,2079786.6415206103,9,10,2020-08-25
2.5,14.7011,238.653499,300.575,0.5624,379.34,NA,10.9331,2.451,0.5033,88.1759,107.032,0,2079258.782107645,10,10,2020-08-25
2.75,14.6836,238.319482,300.262,0.60847,350.34,NA,11.0179,2.697,0.501,88.2224,107.637,0,2074103.4138772576,11,10,2020-08-25
3,14.667,238.41171,300.425,0.59447,348.79,NA,11.0282,2.942,0.5022,88.2027,106.546,0,2078361.8533987154,12,10,2020-08-25
3.25,14.6354,237.795142,299.736,0.604,329.66,NA,10.9663,3.187,0.5024,88.1976,105.333,0,2068747.7171920033,13,10,2020-08-25
3.5,14.5837,236.94421,299.18,0.59658,296.6,NA,11.0124,3.432,0.5014,88.2222,105.73,0,2056558.0961631995,14,10,2020-08-25
3.75,14.5092,236.321583,299.254,0.6161,285.15,NA,11.1227,3.678,0.5023,88.1985,106.697,0,2052446.1130333708,15,10,2020-08-25
4,14.4187,236.388824,300.15,0.62977,274.73,NA,11.2544,3.923,0.5036,88.1683,107.85,0,2065864.8665845767,16,10,2020-08-25
4.25,14.3337,236.20627,299.961,0.67628,273.5,NA,11.469,4.168,0.5039,88.1645,106.983,0,2073021.5173066615,17,10,2020-08-25
4.5,14.1975,233.862712,297.894,0.65997,253.06,NA,11.1817,4.412,0.5016,88.2125,101.533,0,2038335.6996184466,18,10,2020-08-25
4.75,14.0098,232.132829,297.848,0.6899,230.04,NA,11.0561,4.66,0.5024,88.2154,100.514,0,2024123.927476053,19,10,2020-08-25
5,13.8359,231.296155,298.437,0.69272,223.62,NA,11.3965,4.903,0.5095,88.038,103.379,0,2028066.6251841949,20,10,2020-08-25
5.25,13.6775,231.068406,299.392,0.67641,216.52,NA,11.8861,5.148,0.5092,88.0508,107.06,0,2043783.174791381,21,10,2020-08-25
5.5,13.4497,230.671771,299.857,0.71597,209.6,NA,12.1286,5.394,0.519,87.83,108.893,0,2065102.0844860799,22,10,2020-08-25
5.75,13.2129,228.54085,297.627,0.73278,199.13,NA,12.0923,5.639,0.5201,87.7753,108.886,0,2047815.3182773786,23,10,2020-08-25
6,13.0068,223.754037,292.496,0.75919,188.3,NA,12.1127,5.885,0.5243,87.7751,109.544,0,1965748.669256859,24,10,2020-08-25
6.25,12.7352,217.912448,287.645,0.83045,176.66,NA,12.1928,6.129,0.5167,87.7768,110.398,0,1869620.8574486696,25,10,2020-08-25
0.5,14.6991,237.597522,299.203,0.29211,660.64,NA,9.6665,0.49,0.3871,90.7782,93.042,0,2055977.108326158,2,11,2020-08-25
0.75,14.3217,236.88571,301.305,0.34234,587.91,NA,9.5834,0.735,0.4209,90.002,92.273,0,2089981.841952837,3,11,2020-08-25
1,14.0487,234.478249,300.767,0.35893,554.31,NA,10.2066,0.982,0.4147,90.1508,98.144,0,2071879.9512422476,4,11,2020-08-25
1.25,13.7912,236.082844,304.605,0.39084,516.12,NA,10.1738,1.226,0.4552,89.2447,97.518,0,2143821.5833781785,5,11,2020-08-25
1.5,13.2529,233.253112,304.819,0.47463,471.09,NA,10.382,1.47,0.5218,87.7669,98.968,0,2152420.428204185,6,11,2020-08-25
1.75,13.3495,230.946493,301.214,0.41855,517.42,NA,11.0765,1.716,0.49370000000000003,88.3863,105.865,0,2084989.154741048,7,11,2020-08-25
2,13.3388,231.009955,301.348,0.43545,415.61,NA,11.1367,1.962,0.5036,88.1704,106.448,0,2087916.4852715393,8,11,2020-08-25
2.25,13.3286,231.008817,301.338,0.42188,412.97,NA,11.1357,2.206,0.5106,88.025,106.437,0,2089278.4406442996,9,11,2020-08-25
2.5,13.3116,230.915502,301.346,0.4695,355.52,NA,11.1735,2.451,0.5098,88.0309,106.824,0,2089425.466967668,10,11,2020-08-25
2.75,13.3065,230.85783,301.272,0.49961,328.55,NA,11.1976,2.698,0.5101,88.0324,107.085,0,2088779.4563376068,11,11,2020-08-25
3,13.3015,230.842312,301.311,0.51369,311.43,NA,11.1954,2.942,0.5101,88.0318,107.049,0,2089099.6178166785,12,11,2020-08-25
3.25,13.2902,230.795208,301.385,0.5248,297.15,NA,11.208,3.187,0.5131,87.9602,106.294,0,2089543.9897856507,13,11,2020-08-25
3.5,13.2731,230.848261,301.567,0.57469,281.36,NA,11.0719,3.433,0.5121,87.9848,102.82,0,2093111.7298191453,14,11,2020-08-25
